artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored),contains
['Bob Marley & the Wailers'],[69402],0.8390000000000001,0.634,0.883,137.73,-6.452000000000001,1,5,0.0828,9.209999999999999e-05,0.0808,0.317,0,222027,52,1973,4/13/1973,**** ****** - Jamaican Version,True
['Bob Marley & the Wailers'],[69402],0.634,0.591,0.867,147.321,-5.562,1,7,0.188,5.8200000000000005e-05,0.0561,0.0951,0,233733,51,1973,4/13/1973,Stop That Train - Jamaican Version,True
['Bob Marley & the Wailers'],[69402],0.779,0.488,0.853,135.87,-9.612,0,11,0.133,1.89e-05,0.0643,0.231,0,173440,50,1973,4/13/1973,**** Driver,True
['Bob Marley & the Wailers'],[69402],0.84,0.5479999999999999,0.8,88.13799999999999,-9.175,1,0,0.302,0.0196,0.10099999999999999,0.0997,0,199707,48,1974,1974,Bend Down Low,True
['Bob Marley & the Wailers'],[69402],0.833,0.452,0.888,76.232,-9.838,0,11,0.336,0.0157,0.0611,0.136,0,268000,48,1974,1974,So Jah S'eh,True
['Bob Marley & the Wailers'],[69402],0.78,0.479,0.647,140.773,-8.317,1,9,0.158,0.0,0.107,0.22399999999999998,0,246933,48,1974,1974,Talkin' *****,True
['Bob Marley & the Wailers'],[69402],0.759,0.45899999999999996,0.77,125.789,-13.365,0,6,0.132,8.340000000000001e-05,0.105,0.43,0,191933,54,1976,1976,Crazy Baldhead,True
['Bob Marley & the Wailers'],[69402],0.84,0.39299999999999996,0.7509999999999999,145.656,-12.423,0,10,0.0531,1.8e-05,0.0512,0.303,0,216533,54,1976,1976,War,True
['Bob Marley & the Wailers'],[69402],0.7040000000000001,0.38,0.711,76.298,-12.16,1,10,0.067,2.96e-06,0.0765,0.423,0,170627,54,1976,1976,Rat Race,True
['Bob Marley & the Wailers'],[69402],0.894,0.48200000000000004,0.8540000000000001,130.009,-11.274000000000001,0,6,0.081,0.0138,0.0626,0.213,0,223467,49,1977,1/3/1977,Roots,True
['Bob Marley & the Wailers'],[69402],0.899,0.389,0.7759999999999999,121.161,-10.042,0,9,0.0258,0.000426,0.0481,0.22699999999999998,0,199973,49,1977,1/3/1977,Guiltiness,True
['Bob Marley & the Wailers'],[69402],0.573,0.423,0.588,148.819,-12.017000000000001,0,11,0.0316,0.0,0.0523,0.157,0,145347,52,1978,3/23/1978,***** Gone,True
['Bob Marley & the Wailers'],[69402],0.8140000000000001,0.43799999999999994,0.596,126.711,-12.148,1,10,0.0062,0.000166,0.113,0.0386,0,175973,52,1978,3/23/1978,Easy ********,True
['Bob Marley & the Wailers'],[69402],0.518,0.365,0.633,161.287,-11.937000000000001,1,8,0.33,4.39e-06,0.0527,0.182,0,211267,50,1978,1978,Time Will Tell,True
['Bob Marley & the Wailers'],[69402],0.934,0.5,0.9620000000000001,134.211,-8.193999999999999,0,4,0.166,0.0131,0.0708,0.071,0,298667,50,1979,1979,Wake Up And Live,True
['Bob Marley & the Wailers'],[69402],0.892,0.397,0.748,131.602,-9.888,1,7,0.00307,0.00118,0.0736,0.26,0,188314,51,1980,1980,Real Situation,True
['Bob Marley & the Wailers'],[69402],0.9129999999999999,0.462,0.9790000000000001,110.191,-8.361,1,0,0.233,8.33e-06,0.0888,0.059000000000000004,0,170293,52,1980,1980,Bad Card,True
['Bob Marley & the Wailers'],[69402],0.8740000000000001,0.7929999999999999,0.7909999999999999,102.93799999999999,-7.979,1,7,0.27399999999999997,0.00021899999999999998,0.12300000000000001,0.0945,0,325307,52,1980,1980,Could You Be Loved - *** Mix,True
['Bob Marley & the Wailers'],[69402],0.9179999999999999,0.503,0.95,128.674,-7.944,0,9,0.24,4.5799999999999995e-05,0.0677,0.0368,0,216640,50,1980,1980,Zion Train,True
['Bob Marley & the Wailers'],[69402],0.863,0.433,0.7120000000000001,97.06700000000001,-11.1,1,0,0.0699,0.0,0.0553,0.0383,0,251067,53,1984,5/1/1984,No Woman No Cry,True
['Bob Marley & the Wailers'],[69402],0.831,0.687,0.5489999999999999,95.664,-5.08,0,4,0.073,4.58e-06,0.273,0.21899999999999997,0,258627,60,1999,1/1/1999,Rastaman Chant,True
['Bob Marley & the Wailers'],[69402],0.7509999999999999,0.46299999999999997,0.9259999999999999,150.191,-10.96,1,9,0.642,0.20800000000000002,0.0314,0.10400000000000001,0,330760,59,2002,1/1/2002,Stir It Up,True
['Bob Marley & the Wailers'],[69402],0.775,0.5589999999999999,0.804,122.229,-8.377,0,6,0.10800000000000001,0.0,0.0945,0.08800000000000001,0,230733,59,2002,1/1/2002,Is This Love,True
['Bob Marley & the Wailers'],[69402],0.727,0.795,0.772,139.57,-5.226,0,6,0.5329999999999999,0.000105,0.71,0.115,0,393480,61,2003,1/1/2003,I Shot The ******* - Live At The Roxy,True
['Bob Marley & the Wailers'],[69402],0.755,0.57,0.877,134.436,-7.334,1,0,0.586,0.0,0.993,0.0995,0,295733,60,2003,1/1/2003,Trenchtown Rock - Live At The Roxy Theatre,True
['Bob Marley & the Wailers'],[69402],0.6990000000000001,0.568,0.7020000000000001,96.565,-11.261,1,2,0.379,0.00913,0.336,0.105,0,252933,50,1973,4/13/1973,Concrete Jungle,True
['Bob Marley & the Wailers'],[69402],0.767,0.626,0.882,144.776,-4.995,0,0,0.21899999999999997,1.06e-05,0.0652,0.0606,0,180400,49,1973,4/13/1973,400 Years - Jamaican Version,True
['Bob Marley & the Wailers'],[69402],0.8079999999999999,0.5579999999999999,0.775,137.566,-6.03,1,9,0.212,0.0,0.0759,0.171,0,243467,49,1973,4/13/1973,Baby We've Got A Date (Rock It Baby) - Jamaican Version,True
['Bob Marley & the Wailers'],[69402],0.715,0.573,0.7440000000000001,142.534,-8.977,0,9,0.498,0.0128,0.0468,0.171,0,237600,50,1973,4/13/1973,No More Trouble,True
['Bob Marley & the Wailers'],[69402],0.6920000000000001,0.38,0.498,90.62899999999999,-9.802999999999999,1,9,0.233,0.000741,0.10300000000000001,0.0277,0,282533,48,1973,4/13/1973,High Tide Or Low Tide - Jamaican Version,True
['Bob Marley & the Wailers'],[69402],0.61,0.5670000000000001,0.6779999999999999,144.342,-7.934,0,9,0.221,9.470000000000001e-05,0.17600000000000002,0.128,0,260747,42,1974,1974,Revolution,True
['Bob Marley & the Wailers'],[69402],0.513,0.664,0.755,86.14200000000001,-11.17,0,6,0.289,3.16e-06,0.987,0.0561,0,316023,47,1975,12/5/1975,"I Shot The ******* - Live At The Lyceum, London/July *******",True
['Bob Marley & the Wailers'],[69402],0.602,0.616,0.9079999999999999,83.64399999999999,-12.136,1,9,0.493,5.429999999999999e-05,0.889,0.0321,0,286091,46,1975,12/5/1975,"Stir It Up - Live At The Lyceum, London/July *******",True
['Bob Marley & the Wailers'],[69402],0.701,0.41200000000000003,0.7859999999999999,152.227,-9.826,0,6,0.191,4.08e-06,0.2,0.0295,0,228040,50,1976,1976,Johnny Was,True
['Bob Marley & the Wailers'],[69402],0.861,0.34700000000000003,0.79,136.31799999999998,-12.433,1,0,0.0225,1.06e-05,0.0402,0.12,0,190933,48,1976,1976,***** Shift,True
['Bob Marley & the Wailers'],[69402],0.812,0.638,0.905,135.14,-8.116,0,6,0.0219,0.154,0.0905,0.0612,0,412293,48,1977,6/3/1977,**** ****** Party,True
['Bob Marley & the Wailers'],[69402],0.748,0.523,0.7929999999999999,80.84100000000001,-11.793,1,1,0.0018100000000000002,0.00123,0.0567,0.0977,0,284267,46,1977,1/3/1977,Waiting In Vain - Alternate Version,True
['Bob Marley & the Wailers'],[69402],0.8859999999999999,0.562,0.7759999999999999,122.955,-8.458,0,11,0.0034100000000000003,0.0381,0.0641,0.0563,0,352267,46,1977,1/3/1977,Jamming - Long Version,True
['Bob Marley & the Wailers'],[69402],0.838,0.473,0.711,123.491,-13.550999999999998,0,11,0.000366,0.8109999999999999,0.0962,0.0812,0,184227,45,1977,1/3/1977,Jammin',True
['Bob Marley & the Wailers'],[69402],0.845,0.623,0.8440000000000001,124.992,-7.415,0,11,0.15,0.0,0.10099999999999999,0.0578,0,213867,49,1978,1978,Misty Morning,True
['Bob Marley & the Wailers'],[69402],0.583,0.501,0.607,148.564,-8.597999999999999,0,6,0.14,5.7e-06,0.0887,0.19399999999999998,0,145773,49,1978,1978,***** Gone,True
['Bob Marley & the Wailers'],[69402],0.617,0.33399999999999996,0.426,118.322,-12.648,1,8,0.0285,0.0,0.0696,0.242,0,255067,47,1978,3/23/1978,Running Away,True
['Bob Marley & the Wailers'],[69402],0.8140000000000001,0.355,0.428,118.50299999999999,-10.66,1,8,0.12300000000000001,0.0,0.115,0.11699999999999999,0,255533,48,1978,1978,Running Away,True
['Bob Marley & the Wailers'],[69402],0.8109999999999999,0.55,0.58,123.23200000000001,-8.584,0,6,0.0972,2.2800000000000002e-05,0.06,0.095,0,234760,47,1978,1978,Crisis,True
['Bob Marley & the Wailers'],[69402],0.92,0.461,0.8059999999999999,119.478,-9.101,0,11,0.325,0.0206,0.0608,0.203,0,192680,47,1979,1979,Ambush In The *****,True
['Bob Marley & the Wailers'],[69402],0.89,0.643,0.919,126.44200000000001,-7.019,0,4,0.26899999999999996,0.0219,0.0569,0.0525,0,221453,49,1980,1980,Work,True
['Bob Marley & the Wailers'],[69402],0.752,0.424,0.6990000000000001,145.793,-8.665,0,4,0.19699999999999998,0.00014099999999999998,0.0676,0.0758,0,194573,49,1980,1980,We And Dem,True
['Bob Marley & the Wailers'],[69402],0.8959999999999999,0.39899999999999997,0.945,117.01899999999999,-10.076,1,7,0.10400000000000001,0.0013599999999999999,0.0771,0.0589,0,290867,47,1980,1980,Redemption Song - Band Version,True
['Bob Marley & the Wailers'],[69402],0.8690000000000001,0.75,0.96,132.835,-8.595,1,7,0.0307,0.0029,0.168,0.049,0,460333,50,1984,5/1/1984,Exodus,True
['Bob Marley & the Wailers'],[69402],0.773,0.568,0.773,122.23299999999999,-8.369,0,6,0.0991,0.0,0.0858,0.0794,0,230800,46,1984,5/1/1984,Is This Love,True
['Bob Marley & the Wailers'],[69402],0.652,0.659,0.614,78.528,-9.343,1,1,0.248,0.033,0.732,0.0526,0,429200,46,1984,5/1/1984,"No Woman, No Cry - Live At The Lyceum, ***********",True
['Bob Marley & the Wailers'],[69402],0.93,0.46399999999999997,0.736,123.94200000000001,-8.67,1,9,0.133,8.23e-06,0.0571,0.293,0,256600,46,1984,5/1/1984,Buffalo Soldier,True
['Bob Marley & the Wailers'],[69402],0.9159999999999999,0.723,0.7929999999999999,103.29700000000001,-8.568,1,0,0.36700000000000005,0.000134,0.0873,0.0951,0,236947,45,1984,5/1/1984,Could You Be Loved,True
['Bob Marley & the Wailers'],[69402],0.787,0.473,0.599,73.82600000000001,-10.494000000000002,1,9,0.0107,1.41e-06,0.0398,0.0759,0,180533,45,1984,5/1/1984,***** Little Birds,True
['Bob Marley & the Wailers'],[69402],0.757,0.457,0.94,147.525,-10.901,1,9,0.626,0.33899999999999997,0.0283,0.106,0,331453,45,1984,5/1/1984,Stir It Up - Original Album Version,True
['Bob Marley & the Wailers'],[69402],0.825,0.494,0.626,74.10300000000001,-10.485999999999999,1,9,0.00974,5.15e-06,0.0361,0.0698,0,180440,59,2002,1/1/2002,***** Little Birds,True
['Bob Marley & the Wailers'],[69402],0.6409999999999999,0.657,0.602,78.132,-9.354,1,1,0.276,0.0261,0.713,0.0604,0,428360,59,2002,1/1/2002,"No Woman, No Cry - Live At The Lyceum, ***********",True
['Bob Marley & the Wailers'],[69402],0.9129999999999999,0.7240000000000001,0.748,103.33,-8.527000000000001,1,0,0.37200000000000005,0.00020099999999999998,0.0824,0.105,0,237133,58,2002,1/1/2002,Could You Be Loved,True
['Bob Marley & the Wailers'],[69402],0.93,0.462,0.777,124.065,-8.642999999999999,1,9,0.128,9.3e-06,0.175,0.27699999999999997,0,257787,58,2002,1/1/2002,Buffalo Soldier,True
['Bob Marley & the Wailers'],[69402],0.823,0.5329999999999999,0.604,138.533,-8.942,1,5,0.157,0.00038700000000000003,0.127,0.364,0,217440,44,1973,4/13/1973,**** ****** - Original Album Version,True
['Bob Marley & the Wailers'],[69402],0.807,0.27699999999999997,0.5589999999999999,128.809,-15.565,1,11,0.17600000000000002,0.00182,0.0877,0.33899999999999997,0,253573,44,1976,1976,Jah Live,True
['Bob Marley & the Wailers'],[69402],0.856,0.478,0.698,139.225,-10.202,0,11,0.0603,1.87e-05,0.0724,0.17300000000000001,0,218400,42,1976,4/30/1976,"Roots, Rock, ******",True
['Bob Marley & the Wailers'],[69402],0.797,0.5479999999999999,0.8009999999999999,132.454,-9.487,0,6,0.375,0.000983,0.6890000000000001,0.11900000000000001,0,561600,44,1977,1/3/1977,"Crazy Baldhead / Running Away - Live At Rainbow Theatre, ***********",True
['Bob Marley & the Wailers'],[69402],0.794,0.38,0.701,74.11,-10.465,1,9,0.0686,0.0,0.0874,0.1,0,385867,43,1977,1/3/1977,Keep On Moving,True
['Bob Marley & the Wailers'],[69402],0.898,0.504,0.8809999999999999,133.832,-15.448,1,9,0.000573,0.878,0.0862,0.0657,0,188307,43,1977,1/3/1977,Exodus - B-Side / Single Version,True
['Bob Marley & the Wailers'],[69402],0.687,0.465,0.6709999999999999,145.09,-7.472,0,11,0.0007440000000000001,0.0,0.0621,0.261,0,303760,46,1978,1978,Smile Jamaica - Single Version,True
['Bob Marley & the Wailers'],[69402],0.757,0.382,0.42700000000000005,127.986,-12.672,1,7,0.000796,6.69e-06,0.129,0.184,0,270187,39,1978,3/23/1978,Satisfy My Soul,True
['Bob Marley & the Wailers'],[69402],0.9059999999999999,0.5870000000000001,0.7509999999999999,142.10299999999998,-8.176,0,9,0.163,1.52e-06,0.0433,0.223,0,234240,47,1979,1979,Survival,True
['Bob Marley & the Wailers'],[69402],0.8740000000000001,0.371,0.742,134.866,-9.154,0,11,0.115,3.33e-06,0.201,0.0975,0,191253,46,1979,1979,Top Rankin',True
['Bob Marley & the Wailers'],[69402],0.685,0.254,0.659,116.023,-10.797,1,0,0.5870000000000001,0.0,0.0802,0.0411,0,227333,44,1984,5/1/1984,Redemption Song,True
['Bob Marley & the Wailers'],[69402],0.7859999999999999,0.604,0.74,74.283,-8.839,1,9,0.0519,0.000124,0.0486,0.10099999999999999,0,320187,44,1984,5/1/1984,***** Little Birds - Dub,True
['Bob Marley & the Wailers'],[69402],0.836,0.465,0.8220000000000001,78.854,-11.505999999999998,1,8,0.0307,2.8999999999999997e-05,0.153,0.306,0,256347,44,1984,5/1/1984,Waiting In Vain,True
['Bob Marley & the Wailers'],[69402],0.9009999999999999,0.59,0.7829999999999999,123.208,-7.497999999999999,0,11,0.0292,0.000152,0.264,0.0695,0,333960,43,1984,5/1/1984,Jamming - *** Single,True
['Bob Marley & the Wailers'],[69402],0.809,0.599,0.91,77.92699999999999,-9.378,1,10,0.193,0.000529,0.0412,0.111,0,420093,44,1984,5/1/1984,One Love / People Get Ready - Extended Version,True
['Bob Marley & the Wailers'],[69402],0.7240000000000001,0.507,0.927,76.35300000000001,-9.55,1,10,0.0668,0.0,0.0601,0.321,0,171467,43,1984,5/1/1984,One Love / People Get Ready - Medley,True
['Bob Marley & the Wailers'],[69402],0.782,0.618,0.96,79.048,-7.222,1,8,0.313,0.000763,0.0894,0.187,0,356600,43,1984,5/1/1984,Waiting In Vain - *** Single Version,True
['Bob Marley & the Wailers'],[69402],0.831,0.524,0.578,126.323,-8.594,1,10,0.0178,2.94e-06,0.11599999999999999,0.0384,0,176520,43,1984,5/1/1984,Easy ********,True
['Bob Marley & the Wailers'],[69402],0.7829999999999999,0.43200000000000005,0.39399999999999996,127.765,-9.206,1,7,0.0031899999999999997,0.00017900000000000001,0.252,0.133,0,271027,43,1984,5/1/1984,Satisfy My Soul,True
['Bob Marley & the Wailers'],[69402],0.73,0.508,0.9359999999999999,76.494,-9.575,0,0,0.0716,0.0,0.0605,0.319,0,172200,56,2002,1/1/2002,One Love / People Get Ready - Medley,True
['Bob Marley & the Wailers'],[69402],0.6659999999999999,0.259,0.698,116.08200000000001,-10.720999999999998,1,0,0.585,0.0,0.079,0.04,0,227840,56,2002,1/1/2002,Redemption Song,True
['Bob Marley & the Wailers'],[69402],0.838,0.45299999999999996,0.815,78.837,-11.536,1,8,0.025,2.42e-05,0.11599999999999999,0.31,0,256493,55,2002,1/1/2002,Waiting In Vain,True
['Bob Marley & the Wailers'],[69402],0.7190000000000001,0.556,0.292,79.94,-6.862,1,5,0.0912,1.15e-05,0.48200000000000004,0.24600000000000002,1,165747,57,2005,12/9/2005,Hold Ya Head (feat. Bob Marley),True
['Bob Marley & the Wailers'],[69402],0.7979999999999999,0.655,0.894,139.14,-6.239,1,0,0.24100000000000002,0.0,0.115,0.247,0,306573,42,1973,4/13/1973,******** Ravers - Jamaican Version,True
['Bob Marley & the Wailers'],[69402],0.7829999999999999,0.456,0.895,139.692,-8.772,1,0,0.455,5.89e-06,0.0863,0.09,0,200067,37,1974,1974,Am-A-Do,True
['Bob Marley & the Wailers'],[69402],0.602,0.51,0.6759999999999999,151.29,-10.707,0,4,0.22399999999999998,0.13699999999999998,0.992,0.0422,0,408200,43,1977,1/3/1977,"The Heathen - Live At Rainbow Theatre, ***********",True
['Bob Marley & the Wailers'],[69402],0.775,0.624,0.898,135.798,-7.687,0,6,0.0208,0.0932,0.1,0.0753,0,558533,42,1977,1/3/1977,**** ****** Party - Jamaican *** Version,True
['Bob Marley & the Wailers'],[69402],0.804,0.7,0.767,132.491,-7.934,0,11,0.47100000000000003,0.134,0.96,0.0771,0,427293,41,1977,1/3/1977,"Jammin' - Live At Rainbow Theatre, ***********",True
['Bob Marley & the Wailers'],[69402],0.813,0.522,0.868,97.647,-11.376,1,11,0.006370000000000001,2.61e-05,0.0634,0.0619,0,195880,40,1978,3/23/1978,Kaya,True
['Bob Marley & the Wailers'],[69402],0.8340000000000001,0.537,0.8190000000000001,125.15799999999999,-10.644,0,11,0.0135,0.0,0.12300000000000001,0.0834,0,213547,41,1978,3/23/1978,Misty Morning,True
['Bob Marley & the Wailers'],[69402],0.8809999999999999,0.733,0.943,125.988,-6.434,1,10,0.129,0.00011200000000000001,0.0371,0.0371,0,383333,43,1979,1979,Ride Natty Ride - *** Mix,True
['Bob Marley & the Wailers'],[69402],0.669,0.268,0.738,143.362,-12.571,0,9,0.11199999999999999,2.45e-05,0.125,0.261,0,205693,42,1983,1983,Stiff Necked Fools,True
['Bob Marley & the Wailers'],[69402],0.718,0.45899999999999996,0.862,142.243,-9.134,1,5,0.25,0.0,0.0496,0.10099999999999999,0,156760,44,1983,1983,Chant Down Babylon,True
['Bob Marley & the Wailers'],[69402],0.903,0.408,0.736,125.815,-9.425,1,0,0.42100000000000004,0.00248,0.0545,0.19,0,213533,43,1983,1983,Blackman Redemption,True
['Bob Marley & the Wailers'],[69402],0.733,0.306,0.552,145.876,-11.435,0,4,0.0813,0.0,0.153,0.38,0,192600,43,1983,1983,Trench Town,True
['Bob Marley & the Wailers'],[69402],0.7390000000000001,0.48200000000000004,0.833,175.574,-9.356,0,9,0.15,0.00022,0.11,0.0841,0,302640,41,1983,1983,"Mix Up, Mix Up",True
['Bob Marley & the Wailers'],[69402],0.912,0.315,0.735,117.461,-12.22,1,7,0.237,3.4399999999999996e-05,0.0642,0.212,0,194027,41,1983,1983,Give Thanks & Praises,True
['Bob Marley & the Wailers'],[69402],0.82,0.618,0.868,142.859,-8.823,1,2,0.359,8.6e-05,0.0677,0.39399999999999996,0,224827,43,1983,1983,Jump Nyabinghi,True
['Bob Marley & the Wailers'],[69402],0.94,0.47700000000000004,0.7390000000000001,123.679,-10.999,0,11,0.11800000000000001,2.47e-05,0.105,0.289,0,212640,42,1984,5/1/1984,Jamming,True
['Bob Marley & the Wailers'],[69402],0.94,0.536,0.883,123.274,-8.905,0,11,0.015,2.1e-05,0.0438,0.125,0,200893,40,1984,5/1/1984,Jamming - US Version,True
['Bob Marley & the Wailers'],[69402],0.8240000000000001,0.522,0.581,126.238,-8.567,1,10,0.0159,3.12e-06,0.105,0.0384,0,177440,55,2002,1/1/2002,Easy ********,True
['Bob Marley & the Wailers'],[69402],0.7809999999999999,0.41200000000000003,0.449,127.96799999999999,-9.187000000000001,1,7,0.00294,9.85e-05,0.213,0.188,0,271200,55,2002,1/1/2002,Satisfy My Soul,True
['Bob Marley & the Wailers'],[69402],0.8759999999999999,0.314,0.823,131.252,-11.498,1,7,0.0486,2.3899999999999998e-05,0.10800000000000001,0.316,0,206640,56,2002,2002,Natural Mystic,True
['Bob Marley & the Wailers'],[69402],0.941,0.462,0.758,123.67399999999999,-11.029000000000002,0,11,0.129,9.82e-05,0.114,0.282,0,211427,54,2002,1/1/2002,Jamming,True
['Bob Marley & the Wailers'],[69402],0.6940000000000001,0.6409999999999999,0.857,139.007,-6.199,1,2,0.0833,1.09e-06,0.0636,0.155,0,207067,42,1973,4/13/1973,All Day All ***** - Jamaican Version,True
['Bob Marley & the Wailers'],[69402],0.7490000000000001,0.59,0.821,142.07399999999998,-5.794,1,2,0.11800000000000001,0.000106,0.1,0.2,0,316627,42,1973,4/13/1973,No More Trouble - Jamaican Version,True
['Bob Marley & the Wailers'],[69402],0.7559999999999999,0.516,0.8220000000000001,134.99,-6.539,0,11,0.191,0.0,0.155,0.218,0,173267,41,1973,4/13/1973,**** Driver - Jamaican Version,True
['Bob Marley & the Wailers'],[69402],0.78,0.485,0.726,138.681,-11.29,0,7,0.11800000000000001,0.000323,0.0829,0.0779,0,283093,40,1976,4/30/1976,Who The Cap Fit,True
['Bob Marley & the Wailers'],[69402],0.884,0.508,0.778,126.012,-11.64,0,6,0.142,9.4e-05,0.115,0.272,0,191867,39,1976,4/30/1976,Crazy Baldhead,True
['Bob Marley & the Wailers'],[69402],0.706,0.42700000000000005,0.815,152.217,-9.271,0,6,0.259,2.47e-06,0.262,0.0292,0,227827,39,1976,4/30/1976,Johnny Was,True
['Bob Marley & the Wailers'],[69402],0.778,0.43700000000000006,0.795,145.748,-11.466,0,10,0.0479,1.82e-05,0.0443,0.366,0,216480,38,1976,4/30/1976,War,True
['Bob Marley & the Wailers'],[69402],0.804,0.893,0.909,146.162,-5.965,0,4,0.64,0.0456,0.9840000000000001,0.0496,0,706267,40,1977,1/3/1977,"Exodus - Live At Rainbow Theatre, ***********",True
['Bob Marley & the Wailers'],[69402],0.762,0.535,0.861,135.995,-8.932,0,11,0.0038799999999999998,0.581,0.11,0.0511,0,528067,40,1977,1/3/1977,**** ****** Party - Dub / Jamaican *** Version,True
['Bob Marley & the Wailers'],[69402],0.591,0.39,0.727,82.90700000000001,-13.183,1,9,0.0009939999999999999,0.156,0.113,0.332,0,435133,39,1977,1/3/1977,Keep On Moving - Dub,True
['Bob Marley & the Wailers'],[69402],0.507,0.595,0.501,92.734,-8.783999999999999,0,4,0.0355,0.000332,0.9690000000000001,0.040999999999999995,0,337227,39,1978,1/1/1978,Concrete Jungle - Live In ***********,True
['Bob Marley & the Wailers'],[69402],0.672,0.6659999999999999,0.5479999999999999,135.275,-8.341000000000001,0,11,0.0286,5.8099999999999996e-05,0.8640000000000001,0.0669,0,350400,40,1978,1/1/1978,"Positive Vibration - Live At The Pavillon De Paris, ****",True
['Bob Marley & the Wailers'],[69402],0.81,0.634,0.917,135.174,-8.107000000000001,0,11,0.0214,0.12,0.0825,0.063,0,411013,40,1984,5/1/1984,**** ****** Party,True
['Bob Marley & the Wailers'],[69402],0.7659999999999999,0.611,0.961,142.293,-8.398,1,0,0.322,0.0,0.0642,0.161,0,342933,40,1984,5/1/1984,Coming In From The Cold - *** Single,True
['Bob Marley & the Wailers'],[69402],0.8079999999999999,0.607,0.877,129.352,-7.8,1,7,0.185,0.000365,0.0279,0.14400000000000002,0,318133,39,1984,5/1/1984,Lively Up Yourself,True
['Bob Marley & the Wailers'],[69402],0.736,0.5,0.9620000000000001,78.907,-8.465,1,8,0.11,9.19e-06,0.151,0.14800000000000002,0,252907,39,1984,5/1/1984,Waiting In Vain - US Version,True
['Bob Marley & the Wailers'],[69402],0.633,0.7509999999999999,0.785,87.992,-8.555,0,6,0.498,0.000264,0.833,0.0537,0,432600,41,1991,2/4/1991,I Shot The *******,True
['Bob Marley & the Wailers'],[69402],0.603,0.365,0.578,99.48100000000001,-11.874,0,9,0.309,0.207,0.0762,0.066,0,382840,46,1991,2/4/1991,Rastaman Chant - Live Version,True
['Bob Marley & the Wailers'],[69402],0.83,0.456,0.828,98.539,-10.16,1,10,0.47600000000000003,0.0,0.462,0.231,0,235400,46,2001,1/1/2001,Small Axe,True
['Bob Marley & the Wailers'],[69402],0.865,0.746,0.961,132.846,-8.58,1,7,0.0329,0.00396,0.141,0.0486,0,459667,53,2002,1/1/2002,Exodus,True
['Bob Marley & the Wailers'],[69402],0.812,0.638,0.905,135.165,-8.116,0,6,0.0219,0.161,0.0856,0.0613,0,412027,53,2002,1/1/2002,**** ****** Party,True
['Bob Marley & the Wailers'],[69402],0.614,0.519,0.465,72.773,-10.107000000000001,1,7,0.267,0.00108,0.0666,0.0723,0,234440,40,1973,4/13/1973,Stop That Train - Original Album Version,True
['Bob Marley & the Wailers'],[69402],0.688,0.495,0.862,145.862,-10.65,0,0,0.205,0.000317,0.0801,0.0466,0,165253,40,1973,4/13/1973,400 Years - Original Album Version,True
['Bob Marley & the Wailers'],[69402],0.42100000000000004,0.619,0.805,81.944,-9.703,1,0,0.426,0.0017,0.97,0.0703,0,263267,38,1975,1/1/1975,"Trenchtown Rock - Live At The Lyceum, ***********",True
['Bob Marley & the Wailers'],[69402],0.5,0.7140000000000001,0.7609999999999999,86.27799999999999,-8.966000000000001,0,6,0.475,0.00216,0.972,0.0624,0,318440,38,1975,1/1/1975,"I Shot The ******* - Live At The Lyceum, ***********",True
['Bob Marley & the Wailers'],[69402],0.653,0.7070000000000001,0.961,147.11,-11.716,0,9,0.45899999999999996,3.3600000000000004e-05,0.504,0.0417,0,309056,35,1975,12/5/1975,"Burning And Looting - Live At The Lyceum, London/July *******",True
['Bob Marley & the Wailers'],[69402],0.5870000000000001,0.65,0.515,188.49200000000002,-7.8629999999999995,1,7,0.187,1.7199999999999998e-05,0.128,0.252,0,156000,39,1976,1976,Cry To Me,True
['Bob Marley & the Wailers'],[69402],0.705,0.392,0.721,76.376,-11.325999999999999,1,10,0.0837,3.55e-06,0.0578,0.326,0,171840,38,1976,4/30/1976,Rat Race,True
['Bob Marley & the Wailers'],[69402],0.66,0.486,0.9359999999999999,121.863,-11.969000000000001,1,5,0.18600000000000003,0.0009699999999999999,0.207,0.18899999999999997,0,202160,45,1977,1977,One Love,True
['Bob Marley & the Wailers'],[69402],0.532,0.8290000000000001,0.718,142.873,-6.867000000000001,0,11,0.0608,0.00243,0.96,0.0892,0,351600,39,1978,1/1/1978,"**** ****** Party - Live At The Pavillon De Paris, ****",True
['Bob Marley & the Wailers'],[69402],0.563,0.6729999999999999,0.649,81.518,-8.043,0,6,0.0266,3.67e-06,0.92,0.295,0,328307,38,1978,1/1/1978,"War / No More Trouble - Medley / Live At The Pavillon De Paris, ****",True
['Bob Marley & the Wailers'],[69402],0.794,0.465,0.57,123.72399999999999,-12.027999999999999,0,6,0.0139,3.01e-06,0.0577,0.136,0,234253,34,1978,3/23/1978,Crisis,True
['Bob Marley & the Wailers'],[69402],0.635,0.703,0.745,89.566,-6.934,0,11,0.0546,0.0,0.079,0.0402,0,199307,39,1983,1983,I Know,True
['Bob Marley & the Wailers'],[69402],0.7490000000000001,0.568,0.767,77.995,-8.897,1,10,0.0955,1.07e-06,0.113,0.157,0,296067,39,1984,5/1/1984,One Love / People Get Ready - Medley / Dub Version,True
